number of parameters: 81.81M
iter 0: loss 8.753521919250488, loss_a 8.748482704162598, loss_b 8.766866683959961, lr 1.188118811881188e-05
iter 740: loss 1.349900722503662, loss_a 1.073408603668213, loss_b 2.1762807369232178, lr 0.0005998474349612025
iter 750: loss 1.3784013986587524, loss_a 1.116341471672058, loss_b 1.9986159801483154, lr 0.0005998426380764388
iter 760: loss 1.2818293571472168, loss_a 1.0247619152069092, loss_b 1.8978532552719116, lr 0.0005998377669655711
iter 770: loss 1.3077419996261597, loss_a 1.056397795677185, loss_b 1.9722262620925903, lr 0.0005998328216299396
iter 780: loss 1.2797266244888306, loss_a 1.003631830215454, loss_b 2.121520757675171, lr 0.0005998278020709045
iter 790: loss 1.3232715129852295, loss_a 1.0621610879898071, loss_b 2.0851247310638428, lr 0.0005998227082898464
iter 800: loss 1.300116777420044, loss_a 1.0004879236221313, loss_b 2.08286452293396, lr 0.0005998175402881668
iter 810: loss 1.3268330097198486, loss_a 1.0912847518920898, loss_b 1.9096108675003052, lr 0.000599812298067287
iter 820: loss 1.285963773727417, loss_a 1.0358431339263916, loss_b 1.9526164531707764, lr 0.0005998069816286492
iter 830: loss 1.3052432537078857, loss_a 1.0316808223724365, loss_b 2.0937769412994385, lr 0.0005998015909737156
iter 840: loss 1.2614498138427734, loss_a 0.9803907871246338, loss_b 2.1061389446258545, lr 0.000599796126103969
iter 850: loss 1.250566840171814, loss_a 1.0393283367156982, loss_b 1.74127197265625, lr 0.0005997905870209129
iter 860: loss 1.3544989824295044, loss_a 1.1077744960784912, loss_b 2.0748395919799805, lr 0.0005997849737260706
iter 870: loss 1.2303154468536377, loss_a 1.0051145553588867, loss_b 1.786828637123108, lr 0.0005997792862209864
iter 880: loss 1.241676926612854, loss_a 0.9573352336883545, loss_b 2.0243654251098633, lr 0.0005997735245072247
iter 890: loss 1.2913413047790527, loss_a 1.0394519567489624, loss_b 1.910117506980896, lr 0.0005997676885863704
iter 900: loss 1.2015563249588013, loss_a 0.9571934342384338, loss_b 1.9137437343597412, lr 0.0005997617784600287
iter 910: loss 1.289294719696045, loss_a 1.0030913352966309, loss_b 1.9630001783370972, lr 0.0005997557941298255
iter 920: loss 1.2386622428894043, loss_a 0.9824608564376831, loss_b 1.8825578689575195, lr 0.0005997497355974067
iter 930: loss 1.2394275665283203, loss_a 1.0087801218032837, loss_b 1.806948184967041, lr 0.0005997436028644391
iter 940: loss 1.1815621852874756, loss_a 0.9317578673362732, loss_b 1.8385471105575562, lr 0.0005997373959326092
iter 950: loss 1.2287650108337402, loss_a 0.9810764193534851, loss_b 1.888529658317566, lr 0.0005997311148036249
iter 960: loss 1.1814005374908447, loss_a 0.9379839897155762, loss_b 1.7048592567443848, lr 0.0005997247594792136
iter 970: loss 1.1586501598358154, loss_a 0.8903467655181885, loss_b 1.9445158243179321, lr 0.0005997183299611236
iter 980: loss 1.223681092262268, loss_a 0.929955780506134, loss_b 2.1344094276428223, lr 0.0005997118262511235
iter 990: loss 1.1971964836120605, loss_a 0.9098917245864868, loss_b 1.8758677244186401, lr 0.0005997052483510022
iter 1000: loss 1.2225000858306885, loss_a 0.9578865170478821, loss_b 1.8370164632797241, lr 0.0005996985962625691
iter 1010: loss 1.2073121070861816, loss_a 0.9274533987045288, loss_b 1.9621376991271973, lr 0.0005996918699876539
iter 1020: loss 1.1520299911499023, loss_a 0.8789190053939819, loss_b 1.854213833808899, lr 0.0005996850695281072
iter 1030: loss 1.1675761938095093, loss_a 0.8933238983154297, loss_b 1.7740269899368286, lr 0.0005996781948857992
iter 1040: loss 1.164297342300415, loss_a 0.8906906843185425, loss_b 1.878193974494934, lr 0.0005996712460626211
iter 1050: loss 1.2198066711425781, loss_a 0.9566160440444946, loss_b 1.864716649055481, lr 0.0005996642230604843
iter 1060: loss 1.0940613746643066, loss_a 0.8281350135803223, loss_b 1.7115366458892822, lr 0.0005996571258813207
iter 1070: loss 1.1021648645401, loss_a 0.8239359259605408, loss_b 1.8590186834335327, lr 0.0005996499545270823
iter 1080: loss 1.142341136932373, loss_a 0.8752729892730713, loss_b 1.7413945198059082, lr 0.0005996427089997421
iter 1090: loss 1.0416940450668335, loss_a 0.8300538659095764, loss_b 1.5644629001617432, lr 0.0005996353893012929
iter 1100: loss 1.177457332611084, loss_a 0.9069035649299622, loss_b 1.9378966093063354, lr 0.0005996279954337482
iter 1110: loss 1.1827843189239502, loss_a 0.8795669674873352, loss_b 1.9395015239715576, lr 0.0005996205273991416
iter 1120: loss 1.2213950157165527, loss_a 0.9728898406028748, loss_b 1.8256514072418213, lr 0.0005996129851995279
iter 1130: loss 1.1307432651519775, loss_a 0.8186823725700378, loss_b 1.9217690229415894, lr 0.0005996053688369813
iter 1140: loss 1.226203441619873, loss_a 0.9117347002029419, loss_b 2.0522453784942627, lr 0.0005995976783135969
iter 1150: loss 1.196549415588379, loss_a 0.9103030562400818, loss_b 1.8933994770050049, lr 0.0005995899136314903
iter 1160: loss 1.1059808731079102, loss_a 0.8332332968711853, loss_b 1.7363654375076294, lr 0.0005995820747927973
iter 1170: loss 1.0950560569763184, loss_a 0.825748085975647, loss_b 1.695689082145691, lr 0.000599574161799674
iter 1180: loss 1.0844504833221436, loss_a 0.8008915185928345, loss_b 1.8743274211883545, lr 0.0005995661746542972
iter 1190: loss 1.125959038734436, loss_a 0.8302512764930725, loss_b 1.9814633131027222, lr 0.0005995581133588638
iter 1200: loss 1.102473258972168, loss_a 0.8364332914352417, loss_b 1.8008755445480347, lr 0.0005995499779155914
iter 1210: loss 1.1861796379089355, loss_a 0.9015704989433289, loss_b 1.9459240436553955, lr 0.0005995417683267178
iter 1220: loss 1.1015965938568115, loss_a 0.8431034684181213, loss_b 1.6883587837219238, lr 0.000599533484594501
iter 1230: loss 1.1325162649154663, loss_a 0.8279544115066528, loss_b 1.907443881034851, lr 0.0005995251267212198
iter 1240: loss 1.0617426633834839, loss_a 0.836419403553009, loss_b 1.5963404178619385, lr 0.0005995166947091735
iter 1250: loss 1.0922914743423462, loss_a 0.8113943934440613, loss_b 1.9374573230743408, lr 0.0005995081885606811
iter 1260: loss 1.114988088607788, loss_a 0.8320849537849426, loss_b 1.833507776260376, lr 0.0005994996082780824
iter 1270: loss 1.1247979402542114, loss_a 0.8521324396133423, loss_b 1.8794641494750977, lr 0.0005994909538637377
iter 1280: loss 1.120078682899475, loss_a 0.8347261548042297, loss_b 1.8258681297302246, lr 0.0005994822253200277
iter 1290: loss 1.0771002769470215, loss_a 0.7722882628440857, loss_b 1.7883702516555786, lr 0.0005994734226493534
iter 1300: loss 1.1773681640625, loss_a 0.8748946189880371, loss_b 1.9931902885437012, lr 0.0005994645458541359
iter 1310: loss 1.1047842502593994, loss_a 0.7880323529243469, loss_b 2.0048351287841797, lr 0.0005994555949368171
iter 1320: loss 1.1059153079986572, loss_a 0.8005332946777344, loss_b 1.7818766832351685, lr 0.0005994465698998592
iter 1330: loss 1.1462626457214355, loss_a 0.8770642280578613, loss_b 1.8230257034301758, lr 0.0005994374707457447
iter 1340: loss 1.092566967010498, loss_a 0.8373737931251526, loss_b 1.6758546829223633, lr 0.0005994282974769765
iter 1350: loss 1.115230679512024, loss_a 0.8197342753410339, loss_b 1.9665806293487549, lr 0.0005994190500960778
iter 1360: loss 1.1371567249298096, loss_a 0.8741204142570496, loss_b 1.7985278367996216, lr 0.0005994097286055925
iter 1370: loss 1.1069741249084473, loss_a 0.8357564806938171, loss_b 1.7583410739898682, lr 0.0005994003330080845
iter 1380: loss 1.1539729833602905, loss_a 0.8609930872917175, loss_b 1.9159783124923706, lr 0.0005993908633061384
iter 1390: loss 1.1270360946655273, loss_a 0.8388665318489075, loss_b 1.8892266750335693, lr 0.000599381319502359
iter 1400: loss 1.0881035327911377, loss_a 0.8217630982398987, loss_b 1.7564791440963745, lr 0.0005993717015993716
iter 1410: loss 1.1174761056900024, loss_a 0.8584266304969788, loss_b 1.8120874166488647, lr 0.0005993620095998217
iter 1420: loss 1.0667275190353394, loss_a 0.7627897262573242, loss_b 2.0388221740722656, lr 0.0005993522435063753
iter 1430: loss 1.1382074356079102, loss_a 0.8555806279182434, loss_b 2.0021839141845703, lr 0.0005993424033217187
iter 1440: loss 1.0835459232330322, loss_a 0.7968584299087524, loss_b 1.8203004598617554, lr 0.000599332489048559
iter 1450: loss 1.0824594497680664, loss_a 0.8798524141311646, loss_b 1.5649948120117188, lr 0.0005993225006896229
iter 1460: loss 1.0629642009735107, loss_a 0.8022394180297852, loss_b 1.6763372421264648, lr 0.0005993124382476583
iter 1470: loss 1.09696626663208, loss_a 0.8273378610610962, loss_b 1.8507575988769531, lr 0.0005993023017254328
iter 1480: loss 1.1797125339508057, loss_a 0.8673461675643921, loss_b 2.044802188873291, lr 0.0005992920911257349
iter 1490: loss 1.1495192050933838, loss_a 0.8587401509284973, loss_b 1.8804266452789307, lr 0.000599281806451373
iter 1500: loss 1.0544179677963257, loss_a 0.7983978390693665, loss_b 1.67209792137146, lr 0.0005992714477051764
iter 1510: loss 1.0716538429260254, loss_a 0.802147626876831, loss_b 1.8054627180099487, lr 0.0005992610148899942
iter 1520: loss 1.0921564102172852, loss_a 0.7955037355422974, loss_b 1.9954440593719482, lr 0.0005992505080086965
iter 1530: loss 1.116431474685669, loss_a 0.8607234358787537, loss_b 1.7636370658874512, lr 0.0005992399270641731
iter 1540: loss 1.1242388486862183, loss_a 0.8273434638977051, loss_b 1.8513059616088867, lr 0.0005992292720593349
iter 1550: loss 1.0914578437805176, loss_a 0.8280362486839294, loss_b 1.730566143989563, lr 0.0005992185429971125
iter 1560: loss 1.184267520904541, loss_a 0.8563929200172424, loss_b 1.828242301940918, lr 0.0005992077398804573
iter 1570: loss 1.121143102645874, loss_a 0.8539319634437561, loss_b 1.729354739189148, lr 0.0005991968627123408
iter 1580: loss 1.0793342590332031, loss_a 0.8069451451301575, loss_b 1.8002291917800903, lr 0.0005991859114957552
iter 1590: loss 1.1154828071594238, loss_a 0.8645976185798645, loss_b 1.7423473596572876, lr 0.0005991748862337126
iter 1600: loss 1.0446604490280151, loss_a 0.784165620803833, loss_b 1.7684710025787354, lr 0.000599163786929246
iter 1610: loss 0.9816106557846069, loss_a 0.7045334577560425, loss_b 1.6420865058898926, lr 0.0005991526135854084
iter 1620: loss 1.0754317045211792, loss_a 0.8334433436393738, loss_b 1.6510835886001587, lr 0.0005991413662052733
iter 1630: loss 1.115199089050293, loss_a 0.847560703754425, loss_b 1.9208661317825317, lr 0.0005991300447919345
iter 1640: loss 1.0672132968902588, loss_a 0.7889265418052673, loss_b 1.8585923910140991, lr 0.0005991186493485062
iter 1650: loss 1.1117697954177856, loss_a 0.809664785861969, loss_b 1.89774751663208, lr 0.000599107179878123
iter 1660: loss 0.9937413334846497, loss_a 0.7553467154502869, loss_b 1.5581953525543213, lr 0.0005990956363839398
iter 1670: loss 1.0511672496795654, loss_a 0.778267502784729, loss_b 1.8335399627685547, lr 0.0005990840188691319
iter 1680: loss 1.1026363372802734, loss_a 0.853027880191803, loss_b 1.7253798246383667, lr 0.0005990723273368951
iter 1690: loss 1.1265078783035278, loss_a 0.8725034594535828, loss_b 1.679094910621643, lr 0.0005990605617904451
iter 1700: loss 1.0534257888793945, loss_a 0.8270460963249207, loss_b 1.5617939233779907, lr 0.0005990487222330183
iter 1710: loss 1.116687536239624, loss_a 0.8288043737411499, loss_b 1.7933597564697266, lr 0.0005990368086678719
iter 1720: loss 1.1028170585632324, loss_a 0.8336104154586792, loss_b 1.7405978441238403, lr 0.0005990248210982823
iter 1730: loss 1.0908877849578857, loss_a 0.8107710480690002, loss_b 1.8368008136749268, lr 0.0005990127595275475
iter 1740: loss 1.0733118057250977, loss_a 0.800635576248169, loss_b 1.7870625257492065, lr 0.0005990006239589851
iter 1750: loss 0.9977807402610779, loss_a 0.7571819424629211, loss_b 1.5725651979446411, lr 0.0005989884143959331
iter 1760: loss 1.0652003288269043, loss_a 0.7821061015129089, loss_b 1.8994792699813843, lr 0.0005989761308417502
iter 1770: loss 1.0333338975906372, loss_a 0.7713401913642883, loss_b 1.6240426301956177, lr 0.0005989637732998152
iter 1780: loss 1.0838127136230469, loss_a 0.8197349309921265, loss_b 1.7152435779571533, lr 0.0005989513417735275
iter 1790: loss 1.0232526063919067, loss_a 0.7551325559616089, loss_b 1.7145910263061523, lr 0.0005989388362663063
iter 1800: loss 1.0905033349990845, loss_a 0.7902088761329651, loss_b 1.9463655948638916, lr 0.0005989262567815917
iter 1810: loss 1.0157476663589478, loss_a 0.7139819860458374, loss_b 1.9066317081451416, lr 0.000598913603322844
iter 1820: loss 1.0891603231430054, loss_a 0.8107491731643677, loss_b 1.8788888454437256, lr 0.0005989008758935438
iter 1830: loss 1.131827712059021, loss_a 0.8240304589271545, loss_b 1.9595742225646973, lr 0.0005988880744971918
iter 1840: loss 1.1190104484558105, loss_a 0.8269094824790955, loss_b 1.8769983053207397, lr 0.0005988751991373097
iter 1850: loss 1.0918582677841187, loss_a 0.7664263844490051, loss_b 1.9317364692687988, lr 0.0005988622498174391
iter 1860: loss 1.143575668334961, loss_a 0.8357287645339966, loss_b 2.004483699798584, lr 0.0005988492265411417
iter 1870: loss 0.9968577027320862, loss_a 0.7699761390686035, loss_b 1.5293688774108887, lr 0.0005988361293120001
iter 1880: loss 1.071089267730713, loss_a 0.7668951749801636, loss_b 1.947918176651001, lr 0.0005988229581336168
iter 1890: loss 1.0509392023086548, loss_a 0.7875483632087708, loss_b 1.711517095565796, lr 0.0005988097130096148
iter 1900: loss 1.0700949430465698, loss_a 0.7877632975578308, loss_b 1.8370366096496582, lr 0.0005987963939436377
iter 1910: loss 1.116546630859375, loss_a 0.8951873183250427, loss_b 1.6725423336029053, lr 0.000598783000939349
iter 1920: loss 1.011544942855835, loss_a 0.7927077412605286, loss_b 1.4914852380752563, lr 0.0005987695340004328
iter 1930: loss 1.0857799053192139, loss_a 0.8356157541275024, loss_b 1.7816495895385742, lr 0.0005987559931305936
iter 1940: loss 1.1294233798980713, loss_a 0.85367351770401, loss_b 1.8484737873077393, lr 0.0005987423783335559
iter 1950: loss 1.0208709239959717, loss_a 0.7206788063049316, loss_b 1.8195055723190308, lr 0.0005987286896130648
iter 1960: loss 0.9964205026626587, loss_a 0.735202431678772, loss_b 1.6019091606140137, lr 0.0005987149269728857
iter 1970: loss 1.0062971115112305, loss_a 0.7598912715911865, loss_b 1.5856457948684692, lr 0.0005987010904168045
iter 1980: loss 1.066555380821228, loss_a 0.7578985095024109, loss_b 1.958238959312439, lr 0.0005986871799486268
iter 1990: loss 1.0191771984100342, loss_a 0.7626984715461731, loss_b 1.6278718709945679, lr 0.0005986731955721794
iter 2000: loss 1.0782108306884766, loss_a 0.812027633190155, loss_b 1.784629464149475, lr 0.0005986591372913088
iter 2010: loss 1.0338542461395264, loss_a 0.7872167229652405, loss_b 1.6107995510101318, lr 0.0005986450051098822
iter 2020: loss 0.9948878884315491, loss_a 0.7491925358772278, loss_b 1.6245808601379395, lr 0.0005986307990317869
iter 2030: loss 1.0943419933319092, loss_a 0.7758684158325195, loss_b 2.0118911266326904, lr 0.0005986165190609305
iter 2040: loss 1.0591094493865967, loss_a 0.7767564654350281, loss_b 1.847234845161438, lr 0.000598602165201241
iter 2050: loss 1.0784127712249756, loss_a 0.7858707308769226, loss_b 1.8776720762252808, lr 0.0005985877374566668
iter 2060: loss 1.0268508195877075, loss_a 0.7732953429222107, loss_b 1.6811305284500122, lr 0.0005985732358311767
iter 2070: loss 1.0294041633605957, loss_a 0.7979775667190552, loss_b 1.5487333536148071, lr 0.0005985586603287595
iter 2080: loss 1.1700859069824219, loss_a 0.874468207359314, loss_b 1.9819107055664062, lr 0.0005985440109534245
iter 2090: loss 0.9769554138183594, loss_a 0.741896390914917, loss_b 1.5231534242630005, lr 0.0005985292877092015
iter 2100: loss 1.042974591255188, loss_a 0.7742347121238708, loss_b 1.7329790592193604, lr 0.0005985144906001403
iter 2110: loss 0.9685938954353333, loss_a 0.7595551609992981, loss_b 1.4565210342407227, lr 0.0005984996196303114
iter 2120: loss 1.0648671388626099, loss_a 0.7811396718025208, loss_b 1.9018219709396362, lr 0.0005984846748038051
iter 2130: loss 1.054638147354126, loss_a 0.7439003586769104, loss_b 1.8551363945007324, lr 0.0005984696561247324
iter 2140: loss 0.9843412637710571, loss_a 0.7218444347381592, loss_b 1.6777786016464233, lr 0.0005984545635972244
iter 2150: loss 1.0615099668502808, loss_a 0.764472484588623, loss_b 1.8685247898101807, lr 0.000598439397225433
iter 2160: loss 1.0696361064910889, loss_a 0.8348013162612915, loss_b 1.6387157440185547, lr 0.0005984241570135296
iter 2170: loss 1.0345242023468018, loss_a 0.7668173313140869, loss_b 1.6125770807266235, lr 0.0005984088429657066
iter 2180: loss 1.092584490776062, loss_a 0.8213856220245361, loss_b 1.7281863689422607, lr 0.0005983934550861764
iter 2190: loss 1.044435739517212, loss_a 0.743105947971344, loss_b 1.9095529317855835, lr 0.0005983779933791719
iter 2200: loss 1.0610406398773193, loss_a 0.7651097774505615, loss_b 1.8664231300354004, lr 0.0005983624578489459
iter 2210: loss 1.0085989236831665, loss_a 0.7914749383926392, loss_b 1.4860683679580688, lr 0.000598346848499772
iter 2220: loss 1.0101275444030762, loss_a 0.7990754842758179, loss_b 1.460617184638977, lr 0.000598331165335944
iter 2230: loss 1.0333161354064941, loss_a 0.7735825181007385, loss_b 1.620949625968933, lr 0.0005983154083617755
iter 2240: loss 0.9990620613098145, loss_a 0.7592976689338684, loss_b 1.5863083600997925, lr 0.0005982995775816011
iter 2250: loss 1.0653767585754395, loss_a 0.8018733859062195, loss_b 1.8043668270111084, lr 0.0005982836729997755
iter 2260: loss 0.961918830871582, loss_a 0.6978330016136169, loss_b 1.672443151473999, lr 0.0005982676946206732
iter 2270: loss 0.9736725091934204, loss_a 0.7648159265518188, loss_b 1.4340064525604248, lr 0.0005982516424486898
iter 2280: loss 0.9471266865730286, loss_a 0.7120355367660522, loss_b 1.497702717781067, lr 0.0005982355164882407
iter 2290: loss 1.014790654182434, loss_a 0.7427170872688293, loss_b 1.6789036989212036, lr 0.0005982193167437614
iter 2300: loss 1.1284592151641846, loss_a 0.8600404858589172, loss_b 1.7709293365478516, lr 0.0005982030432197085
iter 2310: loss 0.9801175594329834, loss_a 0.7244566679000854, loss_b 1.6512731313705444, lr 0.000598186695920558
iter 2320: loss 1.1052215099334717, loss_a 0.8328536152839661, loss_b 1.8023244142532349, lr 0.0005981702748508066
iter 2330: loss 1.09745192527771, loss_a 0.8034275770187378, loss_b 1.8542059659957886, lr 0.0005981537800149715
iter 2340: loss 1.0539476871490479, loss_a 0.7578026652336121, loss_b 1.7139641046524048, lr 0.0005981372114175898
iter 2350: loss 1.0273056030273438, loss_a 0.7857244610786438, loss_b 1.6349124908447266, lr 0.000598120569063219
iter 2360: loss 0.9840434789657593, loss_a 0.6954805254936218, loss_b 1.6557354927062988, lr 0.0005981038529564373
iter 2370: loss 1.0111632347106934, loss_a 0.780572772026062, loss_b 1.5692979097366333, lr 0.0005980870631018424
iter 2380: loss 1.0247567892074585, loss_a 0.751762330532074, loss_b 1.7375991344451904, lr 0.0005980701995040528
iter 2390: loss 0.9416834115982056, loss_a 0.6768730878829956, loss_b 1.548263430595398, lr 0.0005980532621677074
