number of parameters: 81.81M
iter 0: loss 8.7932710647583, loss_a 8.820866584777832, loss_b 8.717525482177734, lr 1.188118811881188e-05
iter 640: loss 1.2786800861358643, loss_a 0.9903404712677002, loss_b 2.0303306579589844, lr 0.0005999989163974216
iter 650: loss 1.29551100730896, loss_a 0.98499995470047, loss_b 2.010584831237793, lr 0.0005999988759679714
iter 660: loss 1.163088083267212, loss_a 0.893523633480072, loss_b 1.8361217975616455, lr 0.000599998834798057
iter 670: loss 1.2425414323806763, loss_a 0.9784986972808838, loss_b 1.8944580554962158, lr 0.0005999987928876786
iter 680: loss 1.2741711139678955, loss_a 1.0027868747711182, loss_b 1.9328904151916504, lr 0.0005999987502368365
iter 690: loss 1.131218671798706, loss_a 0.8695009350776672, loss_b 1.8153451681137085, lr 0.0005999987068455307
iter 700: loss 1.2381343841552734, loss_a 0.9584538340568542, loss_b 1.891709566116333, lr 0.0005999986627137614
iter 710: loss 1.1921722888946533, loss_a 0.9008733034133911, loss_b 1.9776116609573364, lr 0.0005999986178415285
iter 720: loss 1.1241475343704224, loss_a 0.8332124352455139, loss_b 1.8470762968063354, lr 0.0005999985722288323
iter 730: loss 1.1579147577285767, loss_a 0.8859582543373108, loss_b 1.8924494981765747, lr 0.0005999985258756728
iter 740: loss 1.1952612400054932, loss_a 0.8868591785430908, loss_b 1.9542144536972046, lr 0.0005999984787820504
iter 750: loss 1.1631335020065308, loss_a 0.8886486887931824, loss_b 1.7939651012420654, lr 0.0005999984309479648
iter 760: loss 1.1495037078857422, loss_a 0.8593961596488953, loss_b 1.9486876726150513, lr 0.0005999983823734166
iter 770: loss 1.1578571796417236, loss_a 0.853034496307373, loss_b 1.8423795700073242, lr 0.0005999983330584055
iter 780: loss 1.1140550374984741, loss_a 0.8398260474205017, loss_b 1.9249528646469116, lr 0.000599998283002932
iter 790: loss 1.1885277032852173, loss_a 0.8871427774429321, loss_b 1.9697760343551636, lr 0.0005999982322069961
iter 800: loss 1.1410188674926758, loss_a 0.8402830958366394, loss_b 1.8695822954177856, lr 0.0005999981806705978
iter 810: loss 1.195836067199707, loss_a 0.9481562972068787, loss_b 1.8600631952285767, lr 0.0005999981283937373
iter 820: loss 1.132920503616333, loss_a 0.8539066314697266, loss_b 1.8440216779708862, lr 0.0005999980753764149
iter 830: loss 1.1362931728363037, loss_a 0.8473860621452332, loss_b 1.951913595199585, lr 0.0005999980216186307
iter 840: loss 1.1771936416625977, loss_a 0.9051856994628906, loss_b 1.8605080842971802, lr 0.0005999979671203848
iter 850: loss 1.1375043392181396, loss_a 0.8305012583732605, loss_b 1.948141098022461, lr 0.0005999979118816772
iter 860: loss 1.092214584350586, loss_a 0.8251091241836548, loss_b 1.81320059299469, lr 0.0005999978559025083
iter 870: loss 1.1544970273971558, loss_a 0.8599671125411987, loss_b 1.8646678924560547, lr 0.0005999977991828781
iter 880: loss 1.1454379558563232, loss_a 0.8358168601989746, loss_b 1.9875552654266357, lr 0.0005999977417227868
iter 890: loss 1.1274545192718506, loss_a 0.8654950261116028, loss_b 1.796805500984192, lr 0.0005999976835222346
iter 900: loss 1.0753443241119385, loss_a 0.8023558855056763, loss_b 1.6789147853851318, lr 0.0005999976245812216
iter 910: loss 1.0843653678894043, loss_a 0.8271772861480713, loss_b 1.7591177225112915, lr 0.000599997564899748
iter 920: loss 1.094726800918579, loss_a 0.8183834552764893, loss_b 1.7361111640930176, lr 0.000599997504477814
iter 930: loss 1.1339874267578125, loss_a 0.8443002104759216, loss_b 1.7915579080581665, lr 0.0005999974433154195
iter 940: loss 1.1572082042694092, loss_a 0.8821520805358887, loss_b 1.8888574838638306, lr 0.0005999973814125652
iter 950: loss 1.1019806861877441, loss_a 0.8280172944068909, loss_b 1.8157200813293457, lr 0.0005999973187692507
iter 960: loss 1.1272848844528198, loss_a 0.8799576163291931, loss_b 1.7269914150238037, lr 0.0005999972553854764
iter 970: loss 1.1107347011566162, loss_a 0.8334886431694031, loss_b 1.7587155103683472, lr 0.0005999971912612427
iter 980: loss 1.1336591243743896, loss_a 0.853947103023529, loss_b 1.82590913772583, lr 0.0005999971263965495
iter 990: loss 1.1307425498962402, loss_a 0.8714233040809631, loss_b 1.6949714422225952, lr 0.000599997060791397
iter 1000: loss 1.1459089517593384, loss_a 0.8493960499763489, loss_b 1.932456374168396, lr 0.0005999969944457855
iter 1010: loss 1.1706041097640991, loss_a 0.8471484184265137, loss_b 1.9953439235687256, lr 0.000599996927359715
iter 1020: loss 1.1034307479858398, loss_a 0.8314833641052246, loss_b 1.7362629175186157, lr 0.0005999968595331858
iter 1030: loss 1.1021199226379395, loss_a 0.7965757846832275, loss_b 1.8613499402999878, lr 0.0005999967909661981
iter 1040: loss 1.1564910411834717, loss_a 0.8538298010826111, loss_b 1.9464378356933594, lr 0.0005999967216587522
iter 1050: loss 1.087120532989502, loss_a 0.8042181134223938, loss_b 1.8498021364212036, lr 0.000599996651610848
iter 1060: loss 1.099867820739746, loss_a 0.8207302689552307, loss_b 1.7849701642990112, lr 0.0005999965808224859
iter 1070: loss 1.0655730962753296, loss_a 0.7809240818023682, loss_b 1.8623594045639038, lr 0.000599996509293666
iter 1080: loss 1.057645320892334, loss_a 0.7831869125366211, loss_b 1.7203953266143799, lr 0.0005999964370243888
iter 1090: loss 1.1631107330322266, loss_a 0.8963028192520142, loss_b 1.783532738685608, lr 0.0005999963640146539
iter 1100: loss 1.124254822731018, loss_a 0.8087592124938965, loss_b 1.936886191368103, lr 0.000599996290264462
iter 1110: loss 1.1367912292480469, loss_a 0.8559253215789795, loss_b 1.8710819482803345, lr 0.0005999962157738131
iter 1120: loss 1.1078473329544067, loss_a 0.798841655254364, loss_b 1.924397349357605, lr 0.0005999961405427075
iter 1130: loss 1.1111199855804443, loss_a 0.8143341541290283, loss_b 1.8992377519607544, lr 0.0005999960645711453
iter 1140: loss 1.0675950050354004, loss_a 0.807834267616272, loss_b 1.6982873678207397, lr 0.0005999959878591268
iter 1150: loss 1.0748590230941772, loss_a 0.7831451296806335, loss_b 1.8604445457458496, lr 0.0005999959104066522
iter 1160: loss 1.0744762420654297, loss_a 0.7967523336410522, loss_b 1.8297213315963745, lr 0.0005999958322137216
iter 1170: loss 1.1317968368530273, loss_a 0.8680872917175293, loss_b 1.7921843528747559, lr 0.0005999957532803353
iter 1180: loss 1.1058018207550049, loss_a 0.8383477926254272, loss_b 1.7912604808807373, lr 0.0005999956736064936
iter 1190: loss 1.0752739906311035, loss_a 0.7912355661392212, loss_b 1.7531383037567139, lr 0.0005999955931921966
iter 1200: loss 1.1040902137756348, loss_a 0.8309569954872131, loss_b 1.8251838684082031, lr 0.0005999955120374445
iter 1210: loss 1.0679081678390503, loss_a 0.7916368246078491, loss_b 1.7822113037109375, lr 0.0005999954301422376
iter 1220: loss 1.0947954654693604, loss_a 0.7877530455589294, loss_b 1.8488342761993408, lr 0.0005999953475065761
iter 1230: loss 1.0236561298370361, loss_a 0.7567156553268433, loss_b 1.6845933198928833, lr 0.0005999952641304603
iter 1240: loss 1.019895076751709, loss_a 0.7789755463600159, loss_b 1.5102139711380005, lr 0.0005999951800138903
iter 1250: loss 1.0366694927215576, loss_a 0.7536598443984985, loss_b 1.80390465259552, lr 0.0005999950951568663
iter 1260: loss 1.017408847808838, loss_a 0.7480957508087158, loss_b 1.6416610479354858, lr 0.0005999950095593887
iter 1270: loss 1.0308524370193481, loss_a 0.7881187200546265, loss_b 1.611162781715393, lr 0.0005999949232214577
iter 1280: loss 1.0964040756225586, loss_a 0.8383486866950989, loss_b 1.701113224029541, lr 0.0005999948361430735
iter 1290: loss 1.019371509552002, loss_a 0.7393970489501953, loss_b 1.7464447021484375, lr 0.0005999947483242362
iter 1300: loss 1.007407784461975, loss_a 0.7471535801887512, loss_b 1.672702670097351, lr 0.0005999946597649463
iter 1310: loss 1.054816722869873, loss_a 0.7698763608932495, loss_b 1.7911983728408813, lr 0.0005999945704652039
iter 1320: loss 1.0669424533843994, loss_a 0.7908488512039185, loss_b 1.7586532831192017, lr 0.0005999944804250092
iter 1330: loss 1.0760834217071533, loss_a 0.8398638963699341, loss_b 1.6242620944976807, lr 0.0005999943896443625
iter 1340: loss 1.0782103538513184, loss_a 0.7801507115364075, loss_b 1.852955937385559, lr 0.0005999942981232641
iter 1350: loss 1.0582101345062256, loss_a 0.7835839986801147, loss_b 1.8300946950912476, lr 0.0005999942058617141
iter 1360: loss 1.0598762035369873, loss_a 0.7805949449539185, loss_b 1.7649434804916382, lr 0.000599994112859713
iter 1370: loss 1.1088523864746094, loss_a 0.8199635148048401, loss_b 1.8557782173156738, lr 0.0005999940191172608
iter 1380: loss 0.9877771139144897, loss_a 0.7185998558998108, loss_b 1.66764235496521, lr 0.000599993924634358
iter 1390: loss 1.0436804294586182, loss_a 0.7696805596351624, loss_b 1.6971083879470825, lr 0.0005999938294110047
iter 1400: loss 1.0261116027832031, loss_a 0.7971798181533813, loss_b 1.5812954902648926, lr 0.0005999937334472011
iter 1410: loss 1.0557506084442139, loss_a 0.7588880658149719, loss_b 1.8348305225372314, lr 0.0005999936367429476
iter 1420: loss 1.0507984161376953, loss_a 0.7711449265480042, loss_b 1.7851636409759521, lr 0.0005999935392982445
iter 1430: loss 1.0576109886169434, loss_a 0.7800696492195129, loss_b 1.7075098752975464, lr 0.0005999934411130919
iter 1440: loss 0.993587851524353, loss_a 0.7512210607528687, loss_b 1.5938602685928345, lr 0.0005999933421874901
iter 1450: loss 1.0869696140289307, loss_a 0.845648467540741, loss_b 1.6309906244277954, lr 0.0005999932425214395
iter 1460: loss 0.9793452620506287, loss_a 0.7209069132804871, loss_b 1.5830168724060059, lr 0.0005999931421149403
iter 1470: loss 1.033132553100586, loss_a 0.741862952709198, loss_b 1.9122271537780762, lr 0.0005999930409679927
iter 1480: loss 1.0324501991271973, loss_a 0.7649294137954712, loss_b 1.7571334838867188, lr 0.0005999929390805972
iter 1490: loss 1.058083176612854, loss_a 0.7998314499855042, loss_b 1.6823418140411377, lr 0.0005999928364527539
iter 1500: loss 1.0409772396087646, loss_a 0.744707465171814, loss_b 1.8539586067199707, lr 0.0005999927330844631
iter 1510: loss 1.0354039669036865, loss_a 0.7486616373062134, loss_b 1.8105934858322144, lr 0.000599992628975725
iter 1520: loss 1.0215115547180176, loss_a 0.7584301829338074, loss_b 1.704610824584961, lr 0.00059999252412654
iter 1530: loss 1.0614218711853027, loss_a 0.7828407287597656, loss_b 1.8270577192306519, lr 0.0005999924185369085
iter 1540: loss 1.0353717803955078, loss_a 0.765230655670166, loss_b 1.7629742622375488, lr 0.0005999923122068305
iter 1550: loss 1.0482563972473145, loss_a 0.8012173771858215, loss_b 1.6670830249786377, lr 0.0005999922051363065
iter 1560: loss 0.9572218656539917, loss_a 0.6935080885887146, loss_b 1.6361688375473022, lr 0.0005999920973253368
iter 1570: loss 0.9859966039657593, loss_a 0.7244519591331482, loss_b 1.562049150466919, lr 0.0005999919887739217
iter 1580: loss 0.9696800708770752, loss_a 0.6964889764785767, loss_b 1.6324912309646606, lr 0.0005999918794820614
iter 1590: loss 1.0228352546691895, loss_a 0.7412700057029724, loss_b 1.7729519605636597, lr 0.0005999917694497561
iter 1600: loss 0.9824004173278809, loss_a 0.7392178773880005, loss_b 1.5643815994262695, lr 0.0005999916586770064
iter 1610: loss 1.0276293754577637, loss_a 0.7400764226913452, loss_b 1.7775721549987793, lr 0.0005999915471638123
iter 1620: loss 1.0231308937072754, loss_a 0.7531612515449524, loss_b 1.7355451583862305, lr 0.0005999914349101744
iter 1630: loss 1.0344562530517578, loss_a 0.7686343789100647, loss_b 1.6560975313186646, lr 0.0005999913219160928
iter 1640: loss 1.077317714691162, loss_a 0.780144989490509, loss_b 1.8808295726776123, lr 0.0005999912081815678
iter 1650: loss 1.0282835960388184, loss_a 0.739799439907074, loss_b 1.817192554473877, lr 0.0005999910937065999
iter 1660: loss 1.0434632301330566, loss_a 0.7590067386627197, loss_b 1.709748387336731, lr 0.0005999909784911892
iter 1670: loss 1.0141544342041016, loss_a 0.7451655864715576, loss_b 1.6794698238372803, lr 0.0005999908625353361
iter 1680: loss 1.032979965209961, loss_a 0.7479382157325745, loss_b 1.9059159755706787, lr 0.000599990745839041
iter 1690: loss 0.948636531829834, loss_a 0.6941367387771606, loss_b 1.5519284009933472, lr 0.0005999906284023042
iter 1700: loss 0.9819064736366272, loss_a 0.7459497451782227, loss_b 1.5898516178131104, lr 0.0005999905102251258
iter 1710: loss 1.06972074508667, loss_a 0.7911668419837952, loss_b 1.7648866176605225, lr 0.0005999903913075064
iter 1720: loss 1.007452368736267, loss_a 0.7481830716133118, loss_b 1.6869380474090576, lr 0.0005999902716494462
iter 1730: loss 1.0682196617126465, loss_a 0.7923267483711243, loss_b 1.8217575550079346, lr 0.0005999901512509456
iter 1740: loss 0.9256367683410645, loss_a 0.6830419301986694, loss_b 1.502815842628479, lr 0.0005999900301120048
iter 1750: loss 0.9987541437149048, loss_a 0.7129388451576233, loss_b 1.70066237449646, lr 0.0005999899082326242
iter 1760: loss 0.9969652891159058, loss_a 0.7282009124755859, loss_b 1.6736513376235962, lr 0.0005999897856128042
iter 1770: loss 0.9794415235519409, loss_a 0.7099449038505554, loss_b 1.704300045967102, lr 0.0005999896622525451
iter 1780: loss 1.0223292112350464, loss_a 0.7437585592269897, loss_b 1.7327300310134888, lr 0.0005999895381518472
iter 1790: loss 1.0278143882751465, loss_a 0.7486053705215454, loss_b 1.7673248052597046, lr 0.0005999894133107108
iter 1800: loss 0.9930283427238464, loss_a 0.7385050058364868, loss_b 1.5363072156906128, lr 0.0005999892877291363
iter 1810: loss 1.0215907096862793, loss_a 0.7180976271629333, loss_b 1.7970670461654663, lr 0.0005999891614071241
iter 1820: loss 0.9629061222076416, loss_a 0.6772640347480774, loss_b 1.6986432075500488, lr 0.0005999890343446746
iter 1830: loss 0.9528778791427612, loss_a 0.6914085745811462, loss_b 1.6262502670288086, lr 0.0005999889065417878
iter 1840: loss 0.9838836193084717, loss_a 0.7125521302223206, loss_b 1.6690868139266968, lr 0.0005999887779984645
iter 1850: loss 1.0077608823776245, loss_a 0.7397738695144653, loss_b 1.7067817449569702, lr 0.0005999886487147047
iter 1860: loss 0.9866641759872437, loss_a 0.7116179466247559, loss_b 1.7831566333770752, lr 0.0005999885186905089
iter 1870: loss 0.9901605844497681, loss_a 0.7083184123039246, loss_b 1.7111852169036865, lr 0.0005999883879258776
iter 1880: loss 1.0045744180679321, loss_a 0.7347156405448914, loss_b 1.7464698553085327, lr 0.0005999882564208109
iter 1890: loss 1.0257189273834229, loss_a 0.7473670840263367, loss_b 1.7243412733078003, lr 0.0005999881241753093
iter 1900: loss 0.9646151065826416, loss_a 0.7094177603721619, loss_b 1.566826343536377, lr 0.0005999879911893732
iter 1910: loss 0.9935050010681152, loss_a 0.7112363576889038, loss_b 1.7179172039031982, lr 0.0005999878574630027
iter 1920: loss 0.9608826041221619, loss_a 0.6758721470832825, loss_b 1.708857774734497, lr 0.0005999877229961986
iter 1930: loss 0.9870027303695679, loss_a 0.7191346287727356, loss_b 1.6746647357940674, lr 0.000599987587788961
iter 1940: loss 0.9840993881225586, loss_a 0.7154773473739624, loss_b 1.6740103960037231, lr 0.0005999874518412901
iter 1950: loss 0.9283045530319214, loss_a 0.6721036434173584, loss_b 1.5325311422348022, lr 0.0005999873151531867
iter 1960: loss 1.0312426090240479, loss_a 0.7516624331474304, loss_b 1.7026939392089844, lr 0.0005999871777246509
iter 1970: loss 0.9887778759002686, loss_a 0.7387521862983704, loss_b 1.6450400352478027, lr 0.0005999870395556831
iter 1980: loss 0.9186705946922302, loss_a 0.677884578704834, loss_b 1.5300366878509521, lr 0.0005999869006462838
iter 1990: loss 0.9574172496795654, loss_a 0.6986861228942871, loss_b 1.5569673776626587, lr 0.0005999867609964532
iter 2000: loss 0.9998018741607666, loss_a 0.7125740051269531, loss_b 1.701528549194336, lr 0.0005999866206061918
iter 2010: loss 0.9713226556777954, loss_a 0.6909708380699158, loss_b 1.703264832496643, lr 0.0005999864794754999
iter 2020: loss 1.0135366916656494, loss_a 0.7044468522071838, loss_b 1.9077566862106323, lr 0.0005999863376043781
iter 2030: loss 0.9598694443702698, loss_a 0.7075371146202087, loss_b 1.5797340869903564, lr 0.0005999861949928265
iter 2040: loss 0.9951481223106384, loss_a 0.7022916674613953, loss_b 1.7370469570159912, lr 0.0005999860516408457
iter 2050: loss 0.9570431709289551, loss_a 0.7256260514259338, loss_b 1.4924453496932983, lr 0.0005999859075484361
iter 2060: loss 1.0057138204574585, loss_a 0.7307096123695374, loss_b 1.6748982667922974, lr 0.0005999857627155979
iter 2070: loss 0.9790024757385254, loss_a 0.7217452526092529, loss_b 1.6358423233032227, lr 0.0005999856171423316
iter 2080: loss 1.0383670330047607, loss_a 0.7422267198562622, loss_b 1.8369841575622559, lr 0.0005999854708286376
iter 2090: loss 1.0037163496017456, loss_a 0.7280757427215576, loss_b 1.719099521636963, lr 0.0005999853237745163
iter 2100: loss 1.0005505084991455, loss_a 0.7427717447280884, loss_b 1.66937255859375, lr 0.0005999851759799683
iter 2110: loss 0.9355081915855408, loss_a 0.67843097448349, loss_b 1.5440194606781006, lr 0.0005999850274449937
iter 2120: loss 1.0083012580871582, loss_a 0.719810426235199, loss_b 1.8078936338424683, lr 0.000599984878169593
iter 2130: loss 0.9936597943305969, loss_a 0.7322695255279541, loss_b 1.6522732973098755, lr 0.0005999847281537667
iter 2140: loss 0.9628667235374451, loss_a 0.7208975553512573, loss_b 1.511016607284546, lr 0.0005999845773975151
iter 2150: loss 0.9482549428939819, loss_a 0.6568896174430847, loss_b 1.6537011861801147, lr 0.0005999844259008387
iter 2160: loss 1.0196716785430908, loss_a 0.7253140211105347, loss_b 1.7915879487991333, lr 0.0005999842736637379
iter 2170: loss 0.9984574913978577, loss_a 0.7076894044876099, loss_b 1.817519187927246, lr 0.000599984120686213
iter 2180: loss 1.0703895092010498, loss_a 0.7242845296859741, loss_b 1.8517489433288574, lr 0.0005999839669682646
iter 2190: loss 0.9833229780197144, loss_a 0.70436692237854, loss_b 1.6773135662078857, lr 0.0005999838125098929
iter 2200: loss 0.9215956926345825, loss_a 0.6687499284744263, loss_b 1.6064194440841675, lr 0.0005999836573110987
iter 2210: loss 0.9751440286636353, loss_a 0.6950792670249939, loss_b 1.701567530632019, lr 0.0005999835013718821
iter 2220: loss 0.9685041904449463, loss_a 0.7022371292114258, loss_b 1.6207587718963623, lr 0.0005999833446922435
iter 2230: loss 0.9329668283462524, loss_a 0.6714439392089844, loss_b 1.5728410482406616, lr 0.0005999831872721836
iter 2240: loss 1.013620138168335, loss_a 0.7355918288230896, loss_b 1.7904059886932373, lr 0.0005999830291117025
iter 2250: loss 0.9556899666786194, loss_a 0.672600507736206, loss_b 1.6409974098205566, lr 0.000599982870210801
iter 2260: loss 1.0026222467422485, loss_a 0.703574538230896, loss_b 1.861324429512024, lr 0.0005999827105694792
iter 2270: loss 0.9732732772827148, loss_a 0.6928170323371887, loss_b 1.7095212936401367, lr 0.0005999825501877378
iter 2280: loss 1.0221023559570312, loss_a 0.7368031740188599, loss_b 1.8643732070922852, lr 0.0005999823890655769
iter 2290: loss 1.0142507553100586, loss_a 0.7250823974609375, loss_b 1.7944281101226807, lr 0.0005999822272029974
iter 2300: loss 0.9365555047988892, loss_a 0.6492809057235718, loss_b 1.6767215728759766, lr 0.0005999820645999995
iter 2310: loss 0.9462162256240845, loss_a 0.7022953033447266, loss_b 1.5018953084945679, lr 0.0005999819012565837
iter 2320: loss 0.9641960263252258, loss_a 0.6999694108963013, loss_b 1.6045010089874268, lr 0.0005999817371727502
iter 2330: loss 0.9745529890060425, loss_a 0.6945728063583374, loss_b 1.757777214050293, lr 0.0005999815723484997
iter 2340: loss 1.0200072526931763, loss_a 0.7438333034515381, loss_b 1.789312481880188, lr 0.0005999814067838327
iter 2350: loss 0.9053314328193665, loss_a 0.6610686779022217, loss_b 1.4660574197769165, lr 0.0005999812404787496
iter 2360: loss 0.9729617834091187, loss_a 0.7113365530967712, loss_b 1.618621587753296, lr 0.0005999810734332507
iter 2370: loss 0.9266161322593689, loss_a 0.6748608946800232, loss_b 1.600109577178955, lr 0.0005999809056473366
iter 2380: loss 0.9639861583709717, loss_a 0.6887535452842712, loss_b 1.6710890531539917, lr 0.0005999807371210077
iter 2390: loss 0.9169979095458984, loss_a 0.6500179171562195, loss_b 1.642237663269043, lr 0.0005999805678542645
